absent near-centre frames 1925
25254 angle=21.7 r=0.486 p11=1.7778 esg_row=1
25255 angle=21.8 r=0.476 p11=1.7778 esg_row=1
25256 angle=21.8 r=0.468 p11=1.7778 esg_row=1
25257 angle=21.9 r=0.461 p11=1.7778 esg_row=1
25258 angle=21.9 r=0.452 p11=1.7778 esg_row=1
25259 angle=22.0 r=0.444 p11=1.7778 esg_row=1
25260 angle=22.0 r=0.436 p11=1.7778 esg_row=1
25261 angle=22.0 r=0.427 p11=1.7778 esg_row=1
25262 angle=22.0 r=0.419 p11=1.7778 esg_row=1
25263 angle=22.0 r=0.412 p11=1.7778 esg_row=1
25264 angle=22.0 r=0.405 p11=1.7778 esg_row=1
25265 angle=22.1 r=0.399 p11=1.7778 esg_row=1
25266 angle=22.0 r=0.391 p11=1.7778 esg_row=1
25267 angle=22.0 r=0.383 p11=1.7778 esg_row=1
25268 angle=21.9 r=0.374 p11=1.7778 esg_row=1
25269 angle=21.8 r=0.362 p11=1.7778 esg_row=1
25270 angle=21.6 r=0.349 p11=1.7778 esg_row=1
25271 angle=21.4 r=0.335 p11=1.7778 esg_row=1
25272 angle=21.1 r=0.319 p11=1.7778 esg_row=1
25273 angle=20.7 r=0.303 p11=1.7778 esg_row=1
25274 angle=20.4 r=0.286 p11=1.7778 esg_row=1
25275 angle=19.9 r=0.269 p11=1.7778 esg_row=1
25276 angle=19.4 r=0.252 p11=1.7778 esg_row=1
25277 angle=19.0 r=0.235 p11=1.7778 esg_row=1
25278 angle=18.5 r=0.219 p11=1.7778 esg_row=1
25279 angle=18.0 r=0.204 p11=1.7778 esg_row=1
25280 angle=17.5 r=0.190 p11=1.7778 esg_row=1
25281 angle=17.0 r=0.176 p11=1.7778 esg_row=1
25282 angle=16.5 r=0.164 p11=1.7778 esg_row=1
25283 angle=16.0 r=0.153 p11=1.7778 esg_row=1
25284 angle=15.5 r=0.144 p11=1.7778 esg_row=1
25285 angle=15.0 r=0.136 p11=1.7778 esg_row=1
25286 angle=14.6 r=0.130 p11=1.7778 esg_row=1
25287 angle=14.1 r=0.126 p11=1.7778 esg_row=1
25288 angle=13.6 r=0.124 p11=1.7778 esg_row=1
25289 angle=13.2 r=0.124 p11=1.7778 esg_row=1
25290 angle=12.8 r=0.127 p11=1.7778 esg_row=1
25291 angle=12.4 r=0.131 p11=1.7778 esg_row=1
25292 angle=12.1 r=0.136 p11=1.7778 esg_row=1
25293 angle=11.7 r=0.143 p11=1.7778 esg_row=1
25294 angle=11.4 r=0.151 p11=1.7778 esg_row=1
25295 angle=11.1 r=0.159 p11=1.7778 esg_row=1
25296 angle=10.9 r=0.167 p11=1.7778 esg_row=1
25297 angle=10.5 r=0.191 p11=1.7778 esg_row=1
25298 angle=12.8 r=0.394 p11=1.7778 esg_row=1
25299 angle=12.8 r=0.394 p11=1.7778 esg_row=1
25300 angle=12.8 r=0.394 p11=1.7778 esg_row=1
25301 angle=12.8 r=0.394 p11=1.7778 esg_row=1
25302 angle=12.8 r=0.395 p11=1.7778 esg_row=1
25303 angle=12.8 r=0.395 p11=1.7778 esg_row=1
25304 angle=12.8 r=0.395 p11=1.7778 esg_row=1
25305 angle=12.8 r=0.395 p11=1.7778 esg_row=1
25306 angle=12.8 r=0.394 p11=1.7778 esg_row=1
25307 angle=12.8 r=0.394 p11=1.7778 esg_row=1
25308 angle=12.8 r=0.394 p11=1.7778 esg_row=1
25309 angle=12.8 r=0.393 p11=1.7778 esg_row=1
25310 angle=12.7 r=0.392 p11=1.7778 esg_row=1
25311 angle=12.7 r=0.392 p11=1.7778 esg_row=1
25312 angle=12.7 r=0.391 p11=1.7778 esg_row=1
25313 angle=12.7 r=0.390 p11=1.7778 esg_row=1
25314 angle=12.7 r=0.389 p11=1.7778 esg_row=1
25315 angle=12.6 r=0.388 p11=1.7778 esg_row=1
25316 angle=12.6 r=0.387 p11=1.7778 esg_row=1
25317 angle=12.6 r=0.385 p11=1.7778 esg_row=1
25318 angle=12.5 r=0.384 p11=1.7778 esg_row=1
25319 angle=12.5 r=0.383 p11=1.7778 esg_row=1
25320 angle=12.5 r=0.381 p11=1.7778 esg_row=1
25321 angle=12.5 r=0.380 p11=1.7778 esg_row=1
25322 angle=12.4 r=0.379 p11=1.7778 esg_row=1
25323 angle=12.4 r=0.378 p11=1.7778 esg_row=1
25324 angle=12.4 r=0.376 p11=1.7778 esg_row=1
25325 angle=12.3 r=0.375 p11=1.7778 esg_row=1
25326 angle=12.3 r=0.374 p11=1.7778 esg_row=1
25327 angle=12.3 r=0.373 p11=1.7778 esg_row=1
25328 angle=12.3 r=0.372 p11=1.7778 esg_row=1
25329 angle=12.2 r=0.371 p11=1.7778 esg_row=1
25330 angle=12.2 r=0.370 p11=1.7778 esg_row=1
25331 angle=12.2 r=0.369 p11=1.7778 esg_row=1
25332 angle=12.2 r=0.368 p11=1.7778 esg_row=1
25333 angle=12.1 r=0.367 p11=1.7778 esg_row=1
25334 angle=12.1 r=0.366 p11=1.7778 esg_row=1
25335 angle=12.1 r=0.365 p11=1.7778 esg_row=1
25336 angle=12.1 r=0.364 p11=1.7778 esg_row=1
25337 angle=12.0 r=0.363 p11=1.7778 esg_row=1
25338 angle=12.0 r=0.362 p11=1.7778 esg_row=1
25339 angle=12.0 r=0.361 p11=1.7778 esg_row=1
25340 angle=12.0 r=0.360 p11=1.7778 esg_row=1
25341 angle=12.0 r=0.360 p11=1.7778 esg_row=1
25342 angle=12.0 r=0.359 p11=1.7778 esg_row=1
25343 angle=11.9 r=0.358 p11=1.7778 esg_row=1
25344 angle=11.9 r=0.357 p11=1.7778 esg_row=1
25345 angle=11.9 r=0.357 p11=1.7778 esg_row=1
25346 angle=11.9 r=0.356 p11=1.7778 esg_row=1
25347 angle=11.9 r=0.355 p11=1.7778 esg_row=1
25348 angle=11.9 r=0.355 p11=1.7778 esg_row=1
25349 angle=11.8 r=0.354 p11=1.7778 esg_row=1
25350 angle=11.8 r=0.353 p11=1.7778 esg_row=1
25351 angle=11.8 r=0.353 p11=1.7778 esg_row=1
25352 angle=11.8 r=0.352 p11=1.7778 esg_row=1
25353 angle=11.8 r=0.352 p11=1.7778 esg_row=1
25354 angle=11.8 r=0.351 p11=1.7778 esg_row=1
25355 angle=11.8 r=0.351 p11=1.7778 esg_row=1
25356 angle=11.8 r=0.350 p11=1.7778 esg_row=1
25357 angle=11.7 r=0.349 p11=1.7778 esg_row=1
25358 angle=11.7 r=0.348 p11=1.7778 esg_row=1
25359 angle=11.7 r=0.347 p11=1.7778 esg_row=1
25360 angle=11.7 r=0.346 p11=1.7778 esg_row=1
25361 angle=11.7 r=0.344 p11=1.7778 esg_row=1
25362 angle=11.6 r=0.343 p11=1.7778 esg_row=1
25363 angle=11.6 r=0.341 p11=1.7778 esg_row=1
25364 angle=11.6 r=0.338 p11=1.7778 esg_row=1
25365 angle=11.5 r=0.336 p11=1.7778 esg_row=1
25366 angle=11.5 r=0.333 p11=1.7778 esg_row=1
25367 angle=11.4 r=0.330 p11=1.7778 esg_row=1
25368 angle=11.4 r=0.327 p11=1.7778 esg_row=1
25369 angle=11.3 r=0.323 p11=1.7778 esg_row=1
25370 angle=11.2 r=0.319 p11=1.7778 esg_row=1
25371 angle=11.1 r=0.315 p11=1.7778 esg_row=1
25372 angle=11.0 r=0.308 p11=1.7778 esg_row=1
25373 angle=10.9 r=0.300 p11=1.7778 esg_row=1
25374 angle=10.7 r=0.291 p11=1.7778 esg_row=1
25375 angle=10.6 r=0.281 p11=1.7778 esg_row=1
25376 angle=10.4 r=0.273 p11=1.7778 esg_row=1
25377 angle=10.3 r=0.263 p11=1.7778 esg_row=1
25378 angle=10.2 r=0.256 p11=1.7778 esg_row=1
25379 angle=10.0 r=0.247 p11=1.7778 esg_row=1
25380 angle=9.9 r=0.237 p11=1.7778 esg_row=1
25381 angle=9.8 r=0.229 p11=1.7778 esg_row=1
25382 angle=9.7 r=0.220 p11=1.7778 esg_row=1
25383 angle=9.6 r=0.213 p11=1.7778 esg_row=1
25384 angle=9.5 r=0.206 p11=1.7778 esg_row=1
25385 angle=9.4 r=0.198 p11=1.7778 esg_row=1
25386 angle=9.4 r=0.192 p11=1.7778 esg_row=1
25387 angle=9.3 r=0.186 p11=1.7778 esg_row=1
25388 angle=9.2 r=0.179 p11=1.7778 esg_row=1
25389 angle=9.2 r=0.173 p11=1.7778 esg_row=1
25390 angle=9.1 r=0.166 p11=1.7778 esg_row=1
25391 angle=9.0 r=0.160 p11=1.7778 esg_row=1
25392 angle=9.0 r=0.153 p11=1.7778 esg_row=1
25393 angle=8.9 r=0.147 p11=1.7778 esg_row=1
25394 angle=8.8 r=0.141 p11=1.7778 esg_row=1
25395 angle=8.8 r=0.134 p11=1.7778 esg_row=1
25396 angle=8.7 r=0.128 p11=1.7778 esg_row=1
25397 angle=8.6 r=0.122 p11=1.7778 esg_row=1
25398 angle=8.6 r=0.115 p11=1.7778 esg_row=1
25399 angle=8.5 r=0.110 p11=1.7778 esg_row=1
25400 angle=8.4 r=0.105 p11=1.7778 esg_row=1
25401 angle=8.4 r=0.100 p11=1.7778 esg_row=1
25402 angle=8.3 r=0.095 p11=1.7778 esg_row=1
25403 angle=8.2 r=0.090 p11=1.7778 esg_row=1
25404 angle=8.2 r=0.086 p11=1.7778 esg_row=1
25405 angle=8.1 r=0.082 p11=1.7778 esg_row=1
25406 angle=8.0 r=0.079 p11=1.7778 esg_row=1
25407 angle=7.9 r=0.075 p11=1.7778 esg_row=1
25408 angle=7.8 r=0.073 p11=1.7778 esg_row=1
25409 angle=7.8 r=0.070 p11=1.7778 esg_row=1
25410 angle=7.7 r=0.068 p11=1.7778 esg_row=1
25411 angle=7.6 r=0.067 p11=1.7778 esg_row=1
25412 angle=7.5 r=0.066 p11=1.7778 esg_row=1
25413 angle=7.4 r=0.065 p11=1.7778 esg_row=1
25414 angle=7.3 r=0.064 p11=1.7778 esg_row=1
25415 angle=7.2 r=0.064 p11=1.7778 esg_row=1
25416 angle=7.1 r=0.064 p11=1.7778 esg_row=1
25417 angle=7.0 r=0.065 p11=1.7778 esg_row=1
25418 angle=6.8 r=0.065 p11=1.7778 esg_row=1
25419 angle=6.7 r=0.066 p11=1.7778 esg_row=1
25420 angle=6.6 r=0.066 p11=1.7778 esg_row=1
25421 angle=6.5 r=0.067 p11=1.7778 esg_row=1
25422 angle=6.3 r=0.068 p11=1.7778 esg_row=1
25423 angle=6.2 r=0.069 p11=1.7778 esg_row=1
25424 angle=6.0 r=0.069 p11=1.7778 esg_row=1
25425 angle=5.9 r=0.070 p11=1.7778 esg_row=1
25426 angle=5.4 r=0.069 p11=1.7778 esg_row=1
25427 angle=4.9 r=0.067 p11=1.7778 esg_row=1
25428 angle=4.3 r=0.065 p11=1.7778 esg_row=1
25429 angle=3.7 r=0.062 p11=1.7778 esg_row=1
25430 angle=3.1 r=0.058 p11=1.7778 esg_row=1
25431 angle=2.6 r=0.054 p11=1.7778 esg_row=1
25432 angle=2.1 r=0.050 p11=1.7778 esg_row=1
25433 angle=1.6 r=0.045 p11=1.7778 esg_row=1
25434 angle=1.3 r=0.040 p11=1.7778 esg_row=1
25435 angle=1.3 r=0.036 p11=1.7778 esg_row=1
25436 angle=1.6 r=0.032 p11=1.7778 esg_row=1
25437 angle=2.0 r=0.028 p11=1.7778 esg_row=1
25438 angle=2.6 r=0.027 p11=1.7778 esg_row=1
25439 angle=3.1 r=0.029 p11=1.7778 esg_row=1
25440 angle=3.7 r=0.032 p11=1.7778 esg_row=1
25441 angle=4.3 r=0.039 p11=1.7778 esg_row=1
25442 angle=4.9 r=0.046 p11=1.7778 esg_row=1
25443 angle=5.5 r=0.055 p11=1.7778 esg_row=1
25444 angle=6.1 r=0.064 p11=1.7778 esg_row=1
25445 angle=6.7 r=0.075 p11=1.7778 esg_row=1
25446 angle=7.4 r=0.086 p11=1.7778 esg_row=1
25447 angle=8.0 r=0.097 p11=1.7778 esg_row=1
25448 angle=8.6 r=0.108 p11=1.7778 esg_row=1
25449 angle=9.2 r=0.119 p11=1.7778 esg_row=1
25450 angle=9.8 r=0.131 p11=1.7778 esg_row=1
25451 angle=10.3 r=0.140 p11=1.7778 esg_row=1
25452 angle=10.7 r=0.150 p11=1.7778 esg_row=1
25453 angle=11.2 r=0.160 p11=1.7778 esg_row=1
25454 angle=11.7 r=0.169 p11=1.7778 esg_row=1
25455 angle=12.1 r=0.179 p11=1.7778 esg_row=1
25456 angle=12.5 r=0.188 p11=1.7778 esg_row=1
25457 angle=13.0 r=0.198 p11=1.7778 esg_row=1
25458 angle=13.4 r=0.207 p11=1.7778 esg_row=1
25459 angle=13.9 r=0.217 p11=1.7778 esg_row=1
25460 angle=14.3 r=0.227 p11=1.7778 esg_row=1
25461 angle=14.7 r=0.236 p11=1.7778 esg_row=1
25462 angle=15.2 r=0.249 p11=1.7778 esg_row=1
25463 angle=15.7 r=0.260 p11=1.7778 esg_row=1
25464 angle=16.1 r=0.270 p11=1.7778 esg_row=1
25465 angle=16.5 r=0.281 p11=1.7778 esg_row=1
25466 angle=16.9 r=0.290 p11=1.7778 esg_row=1
25467 angle=17.3 r=0.300 p11=1.7778 esg_row=1
25468 angle=17.7 r=0.310 p11=1.7778 esg_row=1
25469 angle=18.1 r=0.319 p11=1.7778 esg_row=1
25470 angle=18.4 r=0.328 p11=1.7778 esg_row=1
25471 angle=18.8 r=0.337 p11=1.7778 esg_row=1
25472 angle=19.1 r=0.345 p11=1.7778 esg_row=1
25473 angle=19.4 r=0.353 p11=1.7778 esg_row=1
25474 angle=19.6 r=0.359 p11=1.7778 esg_row=1
25475 angle=19.9 r=0.366 p11=1.7778 esg_row=1
25476 angle=20.1 r=0.372 p11=1.7778 esg_row=1
25477 angle=20.4 r=0.380 p11=1.7778 esg_row=1
25478 angle=20.7 r=0.386 p11=1.7778 esg_row=1
25479 angle=20.9 r=0.393 p11=1.7778 esg_row=1
25480 angle=21.1 r=0.399 p11=1.7778 esg_row=1
25481 angle=21.4 r=0.405 p11=1.7778 esg_row=1
25482 angle=21.6 r=0.411 p11=1.7778 esg_row=1
25483 angle=21.9 r=0.418 p11=1.7778 esg_row=1
25484 angle=22.1 r=0.424 p11=1.7778 esg_row=1
25485 angle=22.3 r=0.430 p11=1.7778 esg_row=1
25486 angle=22.6 r=0.436 p11=1.7778 esg_row=1
25487 angle=22.8 r=0.443 p11=1.7778 esg_row=1
25488 angle=23.0 r=0.448 p11=1.7778 esg_row=1
25489 angle=23.3 r=0.454 p11=1.7778 esg_row=1
25490 angle=23.5 r=0.460 p11=1.7778 esg_row=1
25491 angle=23.7 r=0.465 p11=1.7778 esg_row=1
25492 angle=23.9 r=0.470 p11=1.7778 esg_row=1
25493 angle=24.1 r=0.475 p11=1.7778 esg_row=1
25494 angle=24.3 r=0.480 p11=1.7778 esg_row=1
25495 angle=24.5 r=0.485 p11=1.7778 esg_row=1
25496 angle=24.7 r=0.489 p11=1.7778 esg_row=1
25497 angle=24.9 r=0.493 p11=1.7778 esg_row=1
26524 angle=24.9 r=0.465 p11=1.7778 esg_row=1
26525 angle=24.7 r=0.463 p11=1.7778 esg_row=1
26526 angle=24.5 r=0.461 p11=1.7778 esg_row=1
26527 angle=24.4 r=0.459 p11=1.7778 esg_row=1
26528 angle=24.2 r=0.457 p11=1.7778 esg_row=1
26529 angle=24.0 r=0.455 p11=1.7778 esg_row=1
26530 angle=23.8 r=0.453 p11=1.7778 esg_row=1
26531 angle=23.6 r=0.451 p11=1.7778 esg_row=1
26532 angle=23.5 r=0.449 p11=1.7778 esg_row=1
26533 angle=23.3 r=0.447 p11=1.7778 esg_row=1
26534 angle=23.1 r=0.445 p11=1.7778 esg_row=1
26535 angle=22.9 r=0.442 p11=1.7778 esg_row=1
26536 angle=22.7 r=0.440 p11=1.7778 esg_row=1
26537 angle=22.5 r=0.438 p11=1.7778 esg_row=1
26538 angle=22.3 r=0.436 p11=1.7778 esg_row=1
26539 angle=22.2 r=0.433 p11=1.7778 esg_row=1
26540 angle=22.0 r=0.431 p11=1.7778 esg_row=1
26541 angle=21.8 r=0.428 p11=1.7778 esg_row=1
26542 angle=21.6 r=0.426 p11=1.7778 esg_row=1
26543 angle=21.4 r=0.424 p11=1.7778 esg_row=1
26544 angle=21.2 r=0.421 p11=1.7778 esg_row=1
26545 angle=21.1 r=0.419 p11=1.7778 esg_row=1
26546 angle=20.9 r=0.416 p11=1.7778 esg_row=1
26547 angle=20.7 r=0.414 p11=1.7778 esg_row=1
26548 angle=20.5 r=0.411 p11=1.7778 esg_row=1
26549 angle=20.3 r=0.408 p11=1.7778 esg_row=1
26550 angle=20.1 r=0.406 p11=1.7778 esg_row=1
26551 angle=19.9 r=0.403 p11=1.7778 esg_row=1
26552 angle=19.8 r=0.401 p11=1.7778 esg_row=1
26553 angle=19.6 r=0.398 p11=1.7778 esg_row=1
26554 angle=19.4 r=0.395 p11=1.7778 esg_row=1
26555 angle=19.2 r=0.392 p11=1.7778 esg_row=1
26556 angle=19.0 r=0.390 p11=1.7778 esg_row=1
26557 angle=18.9 r=0.387 p11=1.7778 esg_row=1
26558 angle=18.7 r=0.384 p11=1.7778 esg_row=1
26559 angle=18.5 r=0.382 p11=1.7778 esg_row=1
26560 angle=18.3 r=0.379 p11=1.7778 esg_row=1
26561 angle=18.1 r=0.376 p11=1.7778 esg_row=1
26562 angle=18.0 r=0.373 p11=1.7778 esg_row=1
26563 angle=17.8 r=0.370 p11=1.7778 esg_row=1
26564 angle=17.6 r=0.367 p11=1.7778 esg_row=1
26565 angle=17.4 r=0.364 p11=1.7778 esg_row=1
26566 angle=17.2 r=0.361 p11=1.7778 esg_row=1
26567 angle=17.1 r=0.358 p11=1.7778 esg_row=1
26568 angle=16.9 r=0.355 p11=1.7778 esg_row=1
26569 angle=16.7 r=0.352 p11=1.7778 esg_row=1
26570 angle=16.5 r=0.349 p11=1.7778 esg_row=1
26571 angle=16.4 r=0.346 p11=1.7778 esg_row=1
26572 angle=16.2 r=0.343 p11=1.7778 esg_row=1
26573 angle=16.0 r=0.340 p11=1.7778 esg_row=1
26574 angle=15.8 r=0.336 p11=1.7778 esg_row=1
26575 angle=15.6 r=0.333 p11=1.7778 esg_row=1
26576 angle=15.4 r=0.330 p11=1.7778 esg_row=1
26577 angle=15.3 r=0.327 p11=1.7778 esg_row=1
26578 angle=15.1 r=0.323 p11=1.7778 esg_row=1
26579 angle=14.9 r=0.320 p11=1.7778 esg_row=1
26580 angle=14.7 r=0.317 p11=1.7778 esg_row=1
26581 angle=14.5 r=0.313 p11=1.7778 esg_row=1
26582 angle=14.3 r=0.309 p11=1.7778 esg_row=1
26583 angle=14.1 r=0.306 p11=1.7778 esg_row=1
26584 angle=13.9 r=0.303 p11=1.7778 esg_row=1
26585 angle=13.7 r=0.299 p11=1.7778 esg_row=1
26586 angle=13.6 r=0.296 p11=1.7778 esg_row=1
26587 angle=13.4 r=0.292 p11=1.7778 esg_row=1
26588 angle=13.2 r=0.289 p11=1.7778 esg_row=1
26589 angle=13.0 r=0.285 p11=1.7778 esg_row=1
26590 angle=12.8 r=0.282 p11=1.7778 esg_row=1
26591 angle=12.6 r=0.279 p11=1.7778 esg_row=1
26592 angle=12.5 r=0.275 p11=1.7778 esg_row=1
26593 angle=12.3 r=0.272 p11=1.7778 esg_row=1
26594 angle=12.1 r=0.269 p11=1.7778 esg_row=1
26595 angle=12.0 r=0.265 p11=1.7778 esg_row=1
26596 angle=11.8 r=0.262 p11=1.7778 esg_row=1
26597 angle=11.7 r=0.259 p11=1.7778 esg_row=1
26598 angle=11.5 r=0.256 p11=1.7778 esg_row=1
26599 angle=11.4 r=0.254 p11=1.7778 esg_row=1
26600 angle=11.2 r=0.251 p11=1.7778 esg_row=1
26601 angle=11.1 r=0.248 p11=1.7778 esg_row=1
26602 angle=10.9 r=0.245 p11=1.7778 esg_row=1
26603 angle=10.8 r=0.242 p11=1.7778 esg_row=1
26604 angle=10.6 r=0.239 p11=1.7778 esg_row=1
26605 angle=10.5 r=0.236 p11=1.7778 esg_row=1
26606 angle=10.4 r=0.233 p11=1.7778 esg_row=1
26607 angle=10.2 r=0.231 p11=1.7778 esg_row=1
26608 angle=10.1 r=0.228 p11=1.7778 esg_row=1
26609 angle=10.0 r=0.226 p11=1.7778 esg_row=1
26610 angle=9.9 r=0.224 p11=1.7778 esg_row=1
26611 angle=9.8 r=0.221 p11=1.7778 esg_row=1
26612 angle=9.7 r=0.219 p11=1.7778 esg_row=1
26613 angle=9.6 r=0.217 p11=1.7778 esg_row=1
26614 angle=9.5 r=0.215 p11=1.7778 esg_row=1
26615 angle=9.4 r=0.213 p11=1.7778 esg_row=1
26616 angle=9.3 r=0.212 p11=1.7778 esg_row=1
26617 angle=9.2 r=0.210 p11=1.7778 esg_row=1
26618 angle=9.2 r=0.208 p11=1.7778 esg_row=1
26619 angle=9.1 r=0.207 p11=1.7778 esg_row=1
26620 angle=9.0 r=0.205 p11=1.7778 esg_row=1
26621 angle=8.9 r=0.203 p11=1.7778 esg_row=1
26622 angle=8.9 r=0.202 p11=1.7778 esg_row=1
26623 angle=8.8 r=0.201 p11=1.7778 esg_row=1
26624 angle=8.7 r=0.199 p11=1.7778 esg_row=1
26625 angle=8.7 r=0.198 p11=1.7778 esg_row=1
26626 angle=8.6 r=0.197 p11=1.7778 esg_row=1
26627 angle=8.6 r=0.196 p11=1.7778 esg_row=1
26628 angle=8.5 r=0.195 p11=1.7778 esg_row=1
26629 angle=8.5 r=0.194 p11=1.7778 esg_row=1
26630 angle=8.4 r=0.193 p11=1.7778 esg_row=1
26631 angle=8.4 r=0.192 p11=1.7778 esg_row=1
26632 angle=8.3 r=0.191 p11=1.7778 esg_row=1
26633 angle=8.3 r=0.190 p11=1.7778 esg_row=1
26634 angle=8.3 r=0.189 p11=1.7778 esg_row=1
26635 angle=8.2 r=0.188 p11=1.7778 esg_row=1
26636 angle=8.2 r=0.188 p11=1.7778 esg_row=1
26637 angle=8.2 r=0.187 p11=1.7778 esg_row=1
26638 angle=8.1 r=0.186 p11=1.7778 esg_row=1
26639 angle=8.1 r=0.186 p11=1.7778 esg_row=1
26640 angle=8.1 r=0.185 p11=1.7778 esg_row=1
26641 angle=8.0 r=0.184 p11=1.7778 esg_row=1
26642 angle=8.0 r=0.184 p11=1.7778 esg_row=1
26643 angle=8.0 r=0.183 p11=1.7778 esg_row=1
26644 angle=8.0 r=0.183 p11=1.7778 esg_row=1
26645 angle=7.9 r=0.182 p11=1.7778 esg_row=1
26646 angle=7.9 r=0.182 p11=1.7778 esg_row=1
26647 angle=7.9 r=0.181 p11=1.7778 esg_row=1
26648 angle=7.9 r=0.181 p11=1.7778 esg_row=1
26649 angle=7.9 r=0.180 p11=1.7778 esg_row=1
26650 angle=7.8 r=0.180 p11=1.7778 esg_row=1
26651 angle=7.8 r=0.180 p11=1.7778 esg_row=1
26652 angle=7.8 r=0.179 p11=1.7778 esg_row=1
26653 angle=7.8 r=0.179 p11=1.7778 esg_row=1
26654 angle=7.8 r=0.179 p11=1.7778 esg_row=1
26655 angle=7.7 r=0.178 p11=1.7778 esg_row=1
26656 angle=7.7 r=0.178 p11=1.7778 esg_row=1
26657 angle=7.7 r=0.178 p11=1.7778 esg_row=1
26658 angle=7.7 r=0.177 p11=1.7778 esg_row=1
26659 angle=7.6 r=0.177 p11=1.7778 esg_row=1
26660 angle=7.6 r=0.177 p11=1.7778 esg_row=1
26661 angle=7.5 r=0.176 p11=1.7778 esg_row=1
26662 angle=7.5 r=0.176 p11=1.7778 esg_row=1
26663 angle=7.5 r=0.176 p11=1.7778 esg_row=1
26664 angle=7.4 r=0.175 p11=1.7778 esg_row=1
26665 angle=7.4 r=0.175 p11=1.7778 esg_row=1
26666 angle=7.3 r=0.175 p11=1.7778 esg_row=1
26667 angle=7.3 r=0.174 p11=1.7778 esg_row=1
26668 angle=7.2 r=0.174 p11=1.7778 esg_row=1
26669 angle=7.2 r=0.174 p11=1.7778 esg_row=1
26670 angle=7.1 r=0.174 p11=1.7778 esg_row=1
26671 angle=7.0 r=0.173 p11=1.7778 esg_row=1
26672 angle=7.0 r=0.173 p11=1.7778 esg_row=1
26673 angle=6.9 r=0.173 p11=1.7778 esg_row=1
26674 angle=6.9 r=0.172 p11=1.7778 esg_row=1
26675 angle=6.8 r=0.172 p11=1.7778 esg_row=1
26676 angle=6.7 r=0.172 p11=1.7778 esg_row=1
26677 angle=6.7 r=0.171 p11=1.7778 esg_row=1
26678 angle=6.6 r=0.171 p11=1.7778 esg_row=1
26679 angle=6.5 r=0.171 p11=1.7778 esg_row=1
26680 angle=6.5 r=0.171 p11=1.7778 esg_row=1
26681 angle=6.4 r=0.170 p11=1.7778 esg_row=1
26682 angle=6.4 r=0.170 p11=1.7778 esg_row=1
26683 angle=6.3 r=0.170 p11=1.7778 esg_row=1
26684 angle=6.2 r=0.170 p11=1.7778 esg_row=1
26685 angle=6.2 r=0.169 p11=1.7778 esg_row=1
26686 angle=6.1 r=0.169 p11=1.7778 esg_row=1
26687 angle=6.0 r=0.169 p11=1.7778 esg_row=1
26688 angle=6.0 r=0.169 p11=1.7778 esg_row=1
26689 angle=5.9 r=0.168 p11=1.7778 esg_row=1
26690 angle=5.9 r=0.168 p11=1.7778 esg_row=1
26691 angle=5.8 r=0.168 p11=1.7778 esg_row=1
26692 angle=5.8 r=0.168 p11=1.7778 esg_row=1
26693 angle=5.8 r=0.168 p11=1.7778 esg_row=1
26694 angle=5.7 r=0.168 p11=1.7778 esg_row=1
26695 angle=5.7 r=0.167 p11=1.7778 esg_row=1
26696 angle=5.6 r=0.167 p11=1.7778 esg_row=1
26697 angle=5.6 r=0.167 p11=1.7778 esg_row=1
26698 angle=5.6 r=0.167 p11=1.7778 esg_row=1
26699 angle=5.5 r=0.167 p11=1.7778 esg_row=1
26700 angle=5.5 r=0.166 p11=1.7778 esg_row=1
26701 angle=5.5 r=0.166 p11=1.7778 esg_row=1
26702 angle=5.5 r=0.166 p11=1.7778 esg_row=1
26703 angle=5.4 r=0.166 p11=1.7778 esg_row=1
26704 angle=5.4 r=0.166 p11=1.7778 esg_row=1
26705 angle=5.4 r=0.166 p11=1.7778 esg_row=1
26706 angle=5.4 r=0.165 p11=1.7778 esg_row=1
26707 angle=5.4 r=0.165 p11=1.7778 esg_row=1
26708 angle=5.3 r=0.165 p11=1.7778 esg_row=1
26709 angle=5.3 r=0.165 p11=1.7778 esg_row=1
26710 angle=5.3 r=0.165 p11=1.7778 esg_row=1
26711 angle=5.3 r=0.164 p11=1.7778 esg_row=1
26712 angle=5.3 r=0.164 p11=1.7778 esg_row=1
26713 angle=5.3 r=0.164 p11=1.7778 esg_row=1
26714 angle=5.3 r=0.164 p11=1.7778 esg_row=1
26715 angle=5.3 r=0.163 p11=1.7778 esg_row=1
26716 angle=5.3 r=0.163 p11=1.7778 esg_row=1
26717 angle=5.2 r=0.163 p11=1.7778 esg_row=1
26718 angle=5.2 r=0.163 p11=1.7778 esg_row=1
26719 angle=5.2 r=0.163 p11=1.7778 esg_row=1
26720 angle=5.2 r=0.162 p11=1.7778 esg_row=1
26721 angle=5.2 r=0.162 p11=1.7778 esg_row=1
26722 angle=5.2 r=0.162 p11=1.7778 esg_row=1
26723 angle=5.2 r=0.162 p11=1.7778 esg_row=1
26724 angle=5.2 r=0.161 p11=1.7778 esg_row=1
26725 angle=5.2 r=0.161 p11=1.7778 esg_row=1
26726 angle=5.2 r=0.161 p11=1.7778 esg_row=1
26727 angle=5.2 r=0.161 p11=1.7778 esg_row=1
26728 angle=5.2 r=0.160 p11=1.7778 esg_row=1
26729 angle=5.2 r=0.160 p11=1.7778 esg_row=1
26730 angle=5.1 r=0.160 p11=1.7778 esg_row=1
