applied (cull_small_parts_value): px=4 m00=0.375001 focus=0x4000 width=5120 threshold=3; cull_small_parts_frame rows=40
scene projection runs: first..last frame, rows, p00, F, factor F/0x4000, thresholds px 2/4/8 corrected (scene P[0] and F) | as applied (HUD P[0], 0x4000)
191..316 rows=126 p00=0.3750 F=0x4000 factor=1.0000 thresholds=2/3/6 | applied 2/3/6
318..1677 rows=1360 p00=0.5000 F=0x3470 factor=0.8193 thresholds=2/3/5 | applied 2/3/6  <- differs
1678..1724 rows=47 p00=0.3685 F=0x40b6 factor=1.0111 thresholds=2/3/6 | applied 2/3/6
1725..1738 rows=14 p00=0.3621 F=0x416c factor=1.0222 thresholds=2/3/6 | applied 2/3/6
1739..1745 rows=7 p00=0.3559 F=0x4222 factor=1.0333 thresholds=2/3/6 | applied 2/3/6
1746..1753 rows=8 p00=0.3497 F=0x42d8 factor=1.0444 thresholds=2/3/6 | applied 2/3/6
1754..1762 rows=9 p00=0.3436 F=0x438e factor=1.0555 thresholds=2/3/6 | applied 2/3/6
1763..1770 rows=8 p00=0.3377 F=0x4444 factor=1.0667 thresholds=2/3/6 | applied 2/3/6
1771..1777 rows=7 p00=0.3318 F=0x44fa factor=1.0778 thresholds=2/3/6 | applied 2/3/6
1778..1783 rows=6 p00=0.3260 F=0x45b0 factor=1.0889 thresholds=2/3/6 | applied 2/3/6
1784..1795 rows=12 p00=0.3203 F=0x4666 factor=1.1000 thresholds=2/3/6 | applied 2/3/6
1796..1869 rows=74 p00=0.3147 F=0x471c factor=1.1111 thresholds=2/3/6 | applied 2/3/6
1870..1895 rows=26 p00=0.3203 F=0x4666 factor=1.1000 thresholds=2/3/6 | applied 2/3/6
1896..1902 rows=7 p00=0.3260 F=0x45b0 factor=1.0889 thresholds=2/3/6 | applied 2/3/6
1903..1908 rows=6 p00=0.3318 F=0x44fa factor=1.0778 thresholds=2/3/6 | applied 2/3/6
1909..1913 rows=5 p00=0.3377 F=0x4444 factor=1.0667 thresholds=2/3/6 | applied 2/3/6
1914..1918 rows=5 p00=0.3436 F=0x438e factor=1.0555 thresholds=2/3/6 | applied 2/3/6
1919..1923 rows=5 p00=0.3497 F=0x42d8 factor=1.0444 thresholds=2/3/6 | applied 2/3/6
1924..1928 rows=5 p00=0.3559 F=0x4222 factor=1.0333 thresholds=2/3/6 | applied 2/3/6
1929..1933 rows=5 p00=0.3621 F=0x416c factor=1.0222 thresholds=2/3/6 | applied 2/3/6
1934..1938 rows=5 p00=0.3685 F=0x40b6 factor=1.0111 thresholds=2/3/6 | applied 2/3/6
1939..1944 rows=6 p00=0.3750 F=0x4000 factor=1.0000 thresholds=2/3/6 | applied 2/3/6
1945..1949 rows=5 p00=0.3816 F=0x3f49 factor=0.9888 thresholds=2/3/6 | applied 2/3/6
1950..1955 rows=6 p00=0.3884 F=0x3e93 factor=0.9777 thresholds=2/3/6 | applied 2/3/6
